source_id,ra,ra_error,dec,parallax,parallax_error,parallax_over_error,pm,pmra,pmdec,phot_g_mean_mag,bp_rp,astrometric_excess_noise,astrometric_excess_noise_sig,visibility_periods_used,ruwe,l,b
47813504381625088,64.35533003429076,0.01906157,19.029775860591062,20.89852976070232,0.022057392,947.4615,116.59308,112.7095032886203,-29.841473775204143,10.348098,1.4703646,0.116261326,15.869813,16,1.132101,175.87854537449542,-22.03187071821525
3404798597640071296,72.76054145781335,0.35783592,14.971194428416442,21.09312454746806,0.39078805,53.97587,94.874146,91.67669179018684,-24.423091655680118,10.98731,1.871623,2.879705,14581.153,17,20.36813,184.589606910971,-18.26294530133448
3312783561888068352,66.40598637273915,0.44777212,15.94090753969732,21.10764322783181,0.4963361,42.526913,106.18896,102.95013743101792,-26.0262116770142,6.341617,0.64434147,3.7149749,31069.645,18,23.987513,179.79211784722816,-22.534233098097456
3305524242524308352,61.644817597776,0.20718056,13.549048763974358,21.448501108200787,0.23169267,92.57307,115.48506,114.59047115957908,-14.346548249312836,12.427655,2.2714405,1.572317,3407.214,14,11.873783,178.54027513139465,-27.59706891643305
146989143968434688,71.79108920329166,0.01897454,24.019811673334868,21.61611775507757,0.02172159,995.14435,106.18,92.18788556468284,-52.68383222508415,11.510047,1.964818,0.11946666,21.818115,17,1.059193,176.51338248952425,-13.527174978252225
3305860933598991104,67.8154958252843,0.15786895,10.703330766016288,21.61705731519776,0.19431859,111.24544,105.007095,104.53162699235996,-9.981458849004817,17.599026,4.058836,0.35976887,2.885793,12,0.988842,185.2202000589956,-24.67418478815292
3406380176397987200,71.70648340477726,0.11678967,17.748190031190475,21.663906317446088,0.12984617,166.84285,94.91357,89.22332922946438,-32.369473663128694,9.30183,1.188715,0.9907051,1273.7245,17,5.9752984,181.6113716486643,-17.427608967358466
3313662896313355008,66.11855100326646,0.03165041,16.886053964801455,21.781982400489085,0.034885153,624.3912,115.24168,112.37591155236862,-25.540146749299083,7.6696334,0.7718458,0.22034714,44.65262,17,0.9669478,178.81343289609683,-22.14706766440818
47752481485851136,65.1051418046824,0.028757824,18.74248853643707,21.794230173638944,0.030968318,703.7589,125.04417,117.29271215734462,-43.34123943938491,6.014479,0.5179033,0.21278903,78.47156,16,1.172725,176.6138782279793,-21.68533625692396
3410409886514680064,69.01782417867581,0.10628563,18.888423253705223,20.245579145723223,0.12465575,162.41191,87.07228,84.23754529734872,-22.03673836601861,12.484824,2.47365,0.7956773,1083.2343,15,6.511168,179.01667404809666,-18.74341343201656
3310903740601986432,66.94644176768678,0.013893217,14.417664583381969,20.35256529381705,0.01585619,1283.5723,102.36692,100.55014107182478,-19.20040671441904,9.218413,1.0889225,0.071977146,10.514555,17,1.027065,181.43446300849763,-23.082316352777603
3410787568757738752,68.9671735616801,0.17183866,19.795694154412686,20.525269241236483,0.20028292,102.48138,102.98429,95.4108290440268,-38.762576200361416,13.837223,2.9557772,1.5239903,1560.8043,18,11.550673,178.2397508894481,-18.211951051579167
145226970426193280,68.80537744580039,0.15821958,22.988809423385064,20.723091935199797,0.1666228,124.37128,106.3037,97.80118559758746,-41.65819481424504,14.423778,3.2254057,1.1011385,414.78946,16,6.205781,175.55509996951406,-16.30236630202977
48061409893621248,67.1555527872302,0.034929655,19.74051990049017,20.81034364418756,0.03905018,532.9129,109.733505,102.9064061335923,-38.10135516086813,8.441752,0.89888763,0.25593156,52.043022,18,1.6440603,177.14034105162426,-19.563837984727623
3304412601908736512,63.61408308649261,0.026633443,12.435256533217302,21.0556560695836,0.032478068,648.30383,115.476074,114.7307597892001,-13.098735856191263,7.8848915,0.7950406,0.12816215,8.56576,13,1.0200107,180.88938560846933,-26.849334280428238
145168558871003776,69.27173075653609,0.110272266,22.85712173500254,21.05986050557147,0.1256771,167.5712,107.37564,96.80446177731169,-46.45883820174364,17.316448,4.0014935,0.35092628,2.5137477,15,0.9884779,175.94608851032638,-16.055727975114173
47345009348203392,64.78389360834417,0.02572091,17.524630513050628,21.390700254048006,0.026578559,804.81036,116.50304,113.12486444102618,-27.85180674507326,8.279239,0.8785043,0.12932277,9.133124,14,0.9394181,177.39645520483873,-22.710709475975708
45567511362945152,61.93056278228586,0.015665954,16.51867914556769,21.59088818952663,0.017761739,1215.5841,124.82543,122.30377721103991,-24.96347377048117,9.604419,1.2108908,0.08405394,6.9904175,16,1.0342455,176.25543551525226,-25.425544919887116
3313689422030650496,66.6676726168485,0.030376356,16.74677258632566,21.85212884110757,0.03444133,634.474,112.001755,107.47186617521814,-31.53080384333542,7.950683,0.81960154,0.16907054,27.322378,16,1.191092,179.2897764353929,-21.8298878218198
3406352826045301632,71.61354566514336,0.14547794,17.626471236854233,21.85460530435128,0.15849492,137.88837,99.398285,93.82506254812742,-32.81579151047897,14.570421,3.0371037,1.2134663,541.7704,18,6.1805058,181.65731801091755,-17.571606872327564
49729231594420096,60.20380195133232,0.035421666,18.19387756746013,21.85669141594702,0.042020794,520.1399,133.22171,130.27507482032178,-27.86443910589072,5.804048,0.44740105,0.22818287,89.72766,14,1.015157,173.65392483039014,-25.50090753254629
3312628358950130176,67.66251575060892,0.063453026,15.691769659062851,21.86843191355519,0.070041776,312.21985,106.31518,103.48821587457375,-24.353763331160515,5.4175873,0.32913733,0.45856786,358.75427,17,1.1170361,180.8199824968557,-21.74858980684925
3309420014084185600,68.4696324759209,0.034176428,14.850761740625993,21.94460899596352,0.038933992,563.6362,105.01161,101.81615258036,-25.70815437780425,15.195518,3.1247358,0.14063022,3.7466304,18,1.1336387,182.04942188600887,-21.655364590458493
3306922958753764992,66.94247703953242,0.017535737,11.736363784648624,22.151685825715028,0.020549797,1077.9517,110.75053,110.05162568142823,-12.422514774076658,7.3707113,0.7133622,0.10772307,9.538147,17,0.9077239,183.74469780641132,-24.73441071968737
